id_matricula,rut_estudiante,nombre_estudiante,fecha_nacimiento,sexo,comuna,curso,promedio_notas,asistencia_pct,programa_apoyo,necesidad_educativa,nombre_apoderado,telefono_apoderado
M-7381,23103892-8,Javiera González Vega,2007-01-22,F,Talcahuano,1º A,5.7,91,Beca alimentación,No,Diego Pérez,922252291
M-7382,20021463-1,Catalina Fuentes Rodríguez,2010-08-28,F,Coronel,4º C,5.1,83,Beca alimentación,No,Gabriel Silva,943799186
M-7383,21770825-4,Benjamín Araya Morales,2011-06-14,M,Coronel,4º B,4.4,93,Programa de integración (PIE),No,Matías Hernández,941648971
M-7384,23320801-4,Emilia Flores Pérez,2009-10-12,F,San Pedro de la Paz,3º C,6.1,91,Beca alimentación,No,Emilia López,976421639
M-7385,23676607-7,Gabriel Espinoza Vega,2008-05-17,M,Concepción,4º A,6.0,96,Ninguno,TDAH,Sofía Vega,980876385
M-7386,23568447-6,Amanda Fuentes Hernández,2009-09-23,F,Talcahuano,3º C,6.1,84,Apoyo psicosocial,No,Sofía Vega,957728119
M-7387,23173824-5,Gabriel Sepúlveda Soto,2009-10-05,M,Talcahuano,1º A,6.1,91,Ninguno,No,Josefa Fuentes,931122855
M-7388,21427808-9,Isidora Díaz Fuentes,2012-08-27,F,San Pedro de la Paz,1º B,6.1,93,Apoyo psicosocial,No,Tomás Silva,975496450
M-7389,22235352-8,Vicente Flores Morales,2010-07-06,M,Tomé,1º C,5.3,84,Ninguno,No,Catalina Morales,932288768
M-7390,20067200-1,Agustín Espinoza Muñoz,2010-12-12,M,Chiguayante,3º C,5.3,93,Ninguno,Trastorno del lenguaje,Sofía Muñoz,992331431
M-7391,23035135-5,Josefa Araya Silva,2010-11-02,F,Chiguayante,3º C,4.5,90,Programa de integración (PIE),TDAH,Diego Rojas,935918527
M-7392,24239764-3,Sofía Morales González,2009-01-21,F,Coronel,1º C,6.0,95,Ninguno,No,Matías Hernández,912513331
M-7393,22593328-2,Sofía Hernández Rodríguez,2010-07-28,F,Talcahuano,2º C,6.2,89,Retención escolar,No,Amanda Silva,942705956
M-7394,20704237-2,Martina López Hernández,2012-01-09,F,Chiguayante,1º A,5.4,90,Ninguno,Trastorno del lenguaje,Javiera González,985978861
M-7395,22495548-7,Martina Araya Morales,2011-06-24,F,Coronel,3º A,6.4,92,Programa de integración (PIE),No,Florencia Rodríguez,947884446
M-7396,22265427-7,Florencia Espinoza Vega,2010-10-08,F,Concepción,4º B,4.4,83,Ninguno,No,Lucas Torres,931400875
M-7397,21242891-1,Martín Morales Espinoza,2012-10-20,M,Concepción,4º A,6.5,86,Ninguno,No,Emilia Morales,962543010
M-7398,22026533-8,Javiera Vega Araya,2010-02-20,F,Tomé,1º B,5.1,99,Beca alimentación,No,Martín Rojas,992603996
M-7399,23330967-8,Martín Rodríguez Fuentes,2008-01-02,M,Tomé,1º A,5.4,100,Apoyo psicosocial,No,Florencia Soto,964574080
M-7400,23717168-9,Joaquín Silva Espinoza,2008-11-13,M,Hualpén,4º B,5.6,100,Programa de integración (PIE),Discapacidad visual,Vicente Silva,962150471
M-7401,23914293-7,Diego Soto González,2009-07-27,M,Penco,1º A,5.8,92,Programa de integración (PIE),No,Emilia Soto,988438544
M-7402,23288434-2,Vicente Morales Hernández,2007-03-23,M,Concepción,1º A,4.4,81,Programa de integración (PIE),No,Benjamín Fuentes,988248497
M-7403,21783111-0,Amanda Pérez Vega,2007-02-03,F,San Pedro de la Paz,2º B,5.8,82,Beca alimentación,Trastorno del lenguaje,Isidora Rodríguez,950649029
M-7404,22776617-0,Matías Espinoza Hernández,2010-10-18,M,San Pedro de la Paz,3º B,5.9,100,Apoyo psicosocial,No,Matías Araya,999136480
M-7405,20767962-1,Martín Morales Muñoz,2010-03-25,M,Hualpén,3º C,4.8,100,Ninguno,No,Lucas Martínez,969282702
M-7406,23312487-2,Joaquín Hernández Muñoz,2009-01-11,M,Hualpén,1º A,3.9,97,Beca alimentación,TDAH,Benjamín Araya,970438916
M-7407,24307298-5,Benjamín Vega González,2012-05-03,M,Talcahuano,4º A,4.7,83,Apoyo psicosocial,No,Tomás Araya,946598389
M-7408,24301480-2,Matías Contreras Vega,2011-01-04,M,Concepción,3º B,5.0,96,Beca alimentación,Discapacidad auditiva,Matías Torres,913479802
M-7409,22743685-5,Agustín Martínez Rodríguez,2010-12-24,M,Coronel,1º C,6.4,84,Programa de integración (PIE),No,Benjamín Araya,927189212
M-7410,21052728-9,Amanda Vega Rodríguez,2011-04-27,F,Talcahuano,1º B,5.4,79,Ninguno,No,Agustín Morales,945194353
M-7411,21688334-6,Amanda Flores Pérez,2009-07-24,F,Concepción,4º B,5.4,81,Ninguno,No,Antonia López,955242628
M-7412,22509148-6,Joaquín Hernández Sepúlveda,2007-12-05,M,Coronel,2º A,5.5,83,Ninguno,No,Martín Silva,962293366
M-7413,20153108-8,Gabriel López Pérez,2010-05-03,M,Coronel,3º B,5.8,84,Programa de integración (PIE),No,Florencia Muñoz,955382262
M-7414,24105746-6,Amanda Muñoz Soto,2011-04-17,F,Penco,3º C,4.9,73,Ninguno,No,Josefa González,949647546
M-7415,23999846-7,Matías López Araya,2007-12-07,M,Talcahuano,2º A,5.6,83,Ninguno,No,Emilia Fuentes,962224225
M-7416,22542088-9,Josefa Fuentes Rojas,2009-12-09,F,Concepción,3º B,5.5,81,Ninguno,No,Javiera Sepúlveda,942922284
M-7417,22897497-4,Lucas Torres Morales,2007-01-18,M,Tomé,3º B,6.8,89,Beca alimentación,No,Vicente López,971562240
M-7418,22312569-3,Agustín Espinoza Araya,2009-01-15,M,San Pedro de la Paz,4º C,5.0,83,Ninguno,Trastorno del lenguaje,Emilia Díaz,955380838
M-7419,20149000-4,Matías Fuentes Flores,2012-02-07,M,Coronel,2º A,4.6,90,Ninguno,Trastorno del lenguaje,Javiera Araya,928086192
M-7420,20638211-0,Amanda Pérez Martínez,2007-09-04,F,Concepción,1º A,4.9,100,Programa de integración (PIE),No,Javiera Flores,946690845
M-7421,22452080-4,Diego Espinoza Vega,2012-11-14,M,Coronel,2º B,4.1,94,Beca alimentación,No,Lucas Torres,940231043
M-7422,23992875-2,Benjamín Muñoz Hernández,2010-12-24,M,Concepción,1º A,5.0,89,Ninguno,No,Josefa Fuentes,959188825
M-7423,24384187-3,Diego Silva Contreras,2012-08-19,M,Talcahuano,4º B,5.9,84,Ninguno,No,Tomás Silva,984716291
M-7424,21769716-3,Benjamín Torres Torres,2012-06-12,M,Talcahuano,4º A,6.4,98,Programa de integración (PIE),No,Martina Contreras,935045337
M-7425,23497645-7,Amanda Díaz Rodríguez,2010-08-07,F,Concepción,3º B,6.8,91,Ninguno,No,Sofía Espinoza,960715171
M-7426,22647020-0,Benjamín Espinoza Contreras,2007-02-02,M,Chiguayante,1º B,5.3,100,Ninguno,Discapacidad visual,Antonia Rojas,911975444
M-7427,20701196-5,Sofía López Torres,2011-08-02,F,Hualpén,1º C,6.5,100,Programa de integración (PIE),No,Josefa Sepúlveda,938939737
M-7428,21380034-2,Antonia Araya Hernández,2010-08-26,F,Hualpén,3º A,5.4,96,Ninguno,No,Martina Muñoz,971713575
M-7429,21294900-8,Agustín Sepúlveda Hernández,2007-05-26,M,Penco,3º A,6.4,78,Ninguno,Trastorno del lenguaje,Tomás Silva,993522683
M-7430,24284015-6,Isidora Vega López,2010-08-04,F,Concepción,4º C,5.4,68,Programa de integración (PIE),Trastorno del lenguaje,Matías Fuentes,921683723
M-7431,24249857-1,Amanda Soto Hernández,2007-02-01,F,Penco,3º C,5.1,79,Apoyo psicosocial,No,Benjamín Morales,921684504
M-7432,22144307-8,Isidora Araya Morales,2009-06-04,F,Chiguayante,4º A,5.1,82,Retención escolar,No,Lucas Soto,919841626
M-7433,20839281-4,Catalina Flores Contreras,2011-01-15,F,Concepción,1º B,5.1,91,Ninguno,Discapacidad auditiva,Isidora Muñoz,940628570
M-7434,21553077-6,Joaquín Muñoz Araya,2008-04-18,M,Talcahuano,1º C,5.2,71,Beca alimentación,No,Gabriel Rodríguez,997956718
M-7435,23766177-5,Martina Espinoza Silva,2009-12-28,F,Talcahuano,3º C,4.5,84,Ninguno,No,Diego Hernández,950833327
M-7436,22775426-1,Isidora Martínez Hernández,2012-03-20,F,Chiguayante,1º A,5.4,77,Ninguno,No,Antonia Pérez,914867116
M-7437,21766438-9,Antonia Silva Soto,2011-02-04,F,Chiguayante,1º A,5.9,86,Ninguno,TDAH,Agustín Flores,998658697
M-7438,23227170-7,Martín López Espinoza,2012-06-22,M,Hualpén,3º C,4.9,100,Beca alimentación,No,Vicente Muñoz,972716033
M-7439,23137743-9,Isidora Araya Contreras,2010-03-27,F,Hualpén,1º B,5.6,70,Ninguno,No,Sofía Espinoza,933456879
M-7440,23813472-8,Benjamín Espinoza Morales,2007-01-15,M,Tomé,3º B,5.6,100,Ninguno,Trastorno del lenguaje,Matías Hernández,930166865
M-7441,24334856-5,Catalina Sepúlveda Muñoz,2009-03-17,F,Coronel,3º A,5.0,82,Ninguno,No,Martín Rojas,971230592
M-7442,21277167-5,Amanda Contreras Vega,2010-09-19,F,Chiguayante,1º B,6.1,84,Retención escolar,No,Josefa Muñoz,918968494
M-7443,20692448-7,Joaquín Rodríguez Vega,2010-08-26,M,Concepción,2º B,6.0,75,Beca alimentación,Trastorno del lenguaje,Martina Soto,944730537
M-7444,21635792-K,Lucas Araya Morales,2010-09-04,M,Talcahuano,2º C,4.1,97,Retención escolar,No,Isidora Espinoza,938812796
M-7445,24294781-3,Antonia Soto Muñoz,2012-10-13,F,Penco,4º C,5.3,80,Ninguno,No,Lucas Martínez,962703810
M-7446,22282898-4,Antonia Martínez Martínez,2011-03-10,F,Chiguayante,3º C,5.0,95,Beca alimentación,No,Gabriel Flores,917096131
M-7447,22019804-5,Martina Rojas Rojas,2007-04-13,F,Concepción,2º C,4.5,92,Beca alimentación,TDAH,Vicente Morales,966239187
M-7448,24444914-4,Diego Araya Contreras,2010-07-22,M,San Pedro de la Paz,2º C,5.7,75,Ninguno,No,Benjamín Fuentes,987174884
M-7449,24390506-5,Catalina Pérez Rodríguez,2010-04-28,F,San Pedro de la Paz,4º A,5.0,94,Apoyo psicosocial,TDAH,Josefa Rojas,974962637
M-7450,23756129-0,Florencia González Sepúlveda,2012-06-04,F,Tomé,2º C,4.5,95,Beca alimentación,No,Lucas Soto,992093168
M-7451,21690427-0,Javiera Pérez Espinoza,2008-10-02,F,San Pedro de la Paz,2º B,6.8,83,Beca alimentación,No,Sofía López,999564406
M-7452,21027607-3,Agustín Díaz Morales,2009-11-10,M,Hualpén,3º A,5.1,95,Beca alimentación,No,Vicente Morales,971960837
M-7453,20656694-7,Gabriel Espinoza Díaz,2007-06-02,M,Chiguayante,4º C,6.3,76,Apoyo psicosocial,No,Benjamín Hernández,974242882
M-7454,21227853-7,Amanda Martínez Silva,2012-10-01,F,Concepción,4º A,5.9,81,Retención escolar,No,Tomás Contreras,930789701
M-7455,23667623-K,Diego Sepúlveda Martínez,2012-09-22,M,Coronel,1º A,4.1,94,Retención escolar,No,Emilia Sepúlveda,953905603
M-7456,20492748-9,Isidora Torres Muñoz,2008-02-08,F,Concepción,3º B,6.1,96,Ninguno,No,Diego Araya,948334363
M-7457,23640429-9,Joaquín Muñoz Rodríguez,2011-08-10,M,Concepción,1º A,3.9,88,Beca alimentación,No,Sofía Sepúlveda,926207161
M-7458,21184378-8,Diego Soto Vega,2011-08-15,M,Coronel,1º C,5.8,82,Beca alimentación,No,Agustín Araya,964748201
M-7459,23107431-2,Antonia Espinoza Pérez,2011-03-02,F,Chiguayante,1º A,5.8,84,Ninguno,No,Catalina Martínez,941344117
M-7460,22727072-8,Sofía Soto Sepúlveda,2007-02-11,F,Chiguayante,1º A,5.0,85,Ninguno,No,Matías González,969874741
M-7461,22859348-2,Sofía Soto Flores,2011-04-09,F,Talcahuano,2º B,5.3,100,Programa de integración (PIE),No,Gabriel González,993751084
M-7462,21309658-0,Matías Araya Araya,2010-02-15,M,Concepción,4º B,4.9,87,Beca alimentación,No,Martina Sepúlveda,949903971
M-7463,24084272-0,Josefa Morales Torres,2010-05-14,F,Talcahuano,2º B,5.7,97,Ninguno,No,Tomás Pérez,935555273
M-7464,20124834-3,Matías Martínez Fuentes,2011-01-05,M,Penco,4º A,5.0,93,Apoyo psicosocial,No,Isidora López,984651482
M-7465,24492272-9,Catalina Torres Martínez,2011-03-08,F,Coronel,3º C,5.6,98,Beca alimentación,Discapacidad auditiva,Sofía Vega,969596209
M-7466,20371380-9,Catalina Morales Rodríguez,2009-02-17,F,Hualpén,4º A,5.4,79,Apoyo psicosocial,TDAH,Lucas López,910760948
M-7467,22343548-K,Javiera Soto Flores,2011-07-26,F,Tomé,3º C,6.7,91,Beca alimentación,No,Martina Pérez,997114157
M-7468,21829833-5,Isidora Espinoza Sepúlveda,2007-05-15,F,Hualpén,2º A,5.1,91,Ninguno,Discapacidad visual,Josefa Muñoz,995176627
M-7469,20344315-1,Martina Muñoz Díaz,2009-04-27,F,Chiguayante,2º A,5.1,87,Ninguno,No,Benjamín Flores,925848787
M-7470,21452380-6,Javiera Hernández Espinoza,2011-07-05,F,Hualpén,2º A,5.7,100,Retención escolar,Trastorno del lenguaje,Diego Rodríguez,988665828
M-7471,22826923-5,Javiera Soto Torres,2008-08-11,F,Hualpén,4º C,7.0,89,Ninguno,No,Emilia Pérez,993590511
M-7472,23591231-2,Amanda Pérez Flores,2012-06-15,F,Talcahuano,4º B,4.7,82,Retención escolar,No,Gabriel Pérez,915446528
M-7473,24381267-9,Isidora Flores Silva,2009-01-05,F,Chiguayante,1º B,4.9,73,Ninguno,No,Agustín Sepúlveda,925077653
M-7474,22822551-3,Javiera Fuentes López,2010-09-16,F,Talcahuano,4º B,6.9,79,Retención escolar,No,Florencia Fuentes,913480976
M-7475,23705431-3,Matías Espinoza Martínez,2012-11-03,M,San Pedro de la Paz,3º A,5.8,70,Apoyo psicosocial,No,Antonia Hernández,946776275
M-7476,20932491-K,Sofía Espinoza Morales,2010-04-21,F,San Pedro de la Paz,3º C,5.4,84,Beca alimentación,No,Catalina Hernández,995416944
M-7477,21160952-1,Amanda Morales Soto,2008-02-18,F,Coronel,1º B,6.1,100,Beca alimentación,TDAH,Lucas Díaz,923084885
M-7478,21334874-1,Javiera Flores Torres,2010-10-28,F,Talcahuano,2º C,4.7,90,Beca alimentación,No,Emilia Rodríguez,960414185
M-7479,23930694-8,Tomás Martínez Contreras,2011-06-04,M,Coronel,3º B,5.2,90,Programa de integración (PIE),No,Matías Morales,951529503
M-7480,23969193-0,Florencia Contreras Espinoza,2012-07-25,F,Talcahuano,1º C,6.3,93,Ninguno,No,Martín Rodríguez,964448582
M-7481,22596145-6,Tomás Díaz Silva,2010-06-07,M,Chiguayante,1º B,5.4,89,Programa de integración (PIE),No,Tomás Martínez,939819822
M-7482,20109310-2,Isidora Rodríguez Díaz,2007-06-01,F,Tomé,4º A,5.1,100,Ninguno,No,Lucas Vega,960737779
M-7483,23162678-1,Lucas Torres Silva,2011-09-13,M,Chiguayante,2º C,5.4,86,Beca alimentación,No,Tomás Vega,947821103
M-7484,21616583-4,Diego Rojas Araya,2011-03-03,M,Hualpén,3º A,6.9,88,Beca alimentación,No,Antonia Torres,979919196
M-7485,23825784-6,Matías González Hernández,2007-10-25,M,San Pedro de la Paz,1º C,5.4,83,Beca alimentación,No,Josefa Silva,942550023
M-7486,21793111-5,Josefa Soto Muñoz,2012-02-04,F,Hualpén,3º A,4.9,94,Beca alimentación,No,Amanda Vega,930038493
M-7487,24184403-4,Catalina Díaz Flores,2007-10-23,F,Tomé,3º B,5.1,86,Ninguno,No,Diego Araya,927951919
M-7488,21741942-2,Antonia Sepúlveda Martínez,2012-09-06,F,Tomé,1º B,5.7,89,Apoyo psicosocial,TDAH,Diego Fuentes,980231527
M-7489,23868039-0,Martín Vega Díaz,2010-08-27,M,Concepción,2º C,6.2,81,Ninguno,No,Vicente Araya,954569159
M-7490,23998100-9,Diego González Flores,2011-07-21,M,Concepción,4º B,5.8,81,Apoyo psicosocial,No,Javiera Rojas,985633864
M-7491,24263393-2,Florencia Vega Torres,2009-12-17,F,Hualpén,1º A,5.4,82,Ninguno,TDAH,Tomás Torres,995134117
M-7492,22882334-8,Tomás Hernández Díaz,2008-03-26,M,Concepción,2º B,6.4,93,Beca alimentación,TDAH,Amanda Sepúlveda,965233786
M-7493,20309761-K,Diego Contreras Araya,2007-09-16,M,Chiguayante,1º B,4.9,100,Programa de integración (PIE),No,Martín Hernández,940379610
M-7494,24054445-2,Catalina Vega Soto,2008-06-02,F,Talcahuano,1º B,6.4,98,Apoyo psicosocial,Trastorno del lenguaje,Sofía Pérez,929242198
M-7495,23998619-1,Florencia Flores López,2009-11-17,F,Concepción,2º C,4.7,83,Retención escolar,No,Gabriel Araya,994202166
M-7496,23721855-3,Joaquín Morales Rodríguez,2009-04-08,M,Concepción,4º C,5.6,86,Ninguno,No,Tomás Díaz,965126163
M-7497,22075630-7,Josefa Martínez Hernández,2009-12-03,F,San Pedro de la Paz,2º C,5.3,95,Ninguno,No,Josefa Araya,973166945
M-7498,22536941-7,Gabriel Fuentes Muñoz,2008-11-25,M,San Pedro de la Paz,1º B,5.7,85,Apoyo psicosocial,Discapacidad visual,Catalina Espinoza,921134441
M-7499,22801214-5,Antonia Vega Díaz,2009-12-19,F,Concepción,1º B,5.5,84,Programa de integración (PIE),No,Josefa González,997176683
M-7500,22980921-7,Javiera Morales Torres,2008-05-25,F,Hualpén,3º C,5.8,78,Beca alimentación,No,Lucas Espinoza,954515476
M-7501,23160932-1,Emilia Rojas Martínez,2011-04-01,F,San Pedro de la Paz,2º C,5.2,93,Ninguno,No,Florencia Contreras,965887879
M-7502,24290874-5,Catalina Morales Rojas,2011-04-15,F,Concepción,1º C,4.5,90,Beca alimentación,No,Isidora Rodríguez,959764409
M-7503,23560733-1,Lucas Contreras Hernández,2010-06-26,M,San Pedro de la Paz,1º A,4.5,92,Ninguno,No,Javiera Fuentes,924591832
M-7504,20876885-7,Agustín Muñoz Fuentes,2011-04-06,M,Chiguayante,1º C,4.5,92,Programa de integración (PIE),No,Emilia Morales,993784851
M-7505,22196109-5,Benjamín López Araya,2007-02-19,M,San Pedro de la Paz,4º A,6.2,85,Beca alimentación,No,Lucas Araya,926609455
M-7506,23526167-2,Martina Morales Vega,2010-06-24,F,San Pedro de la Paz,1º A,5.4,85,Retención escolar,No,Florencia Vega,957415001
M-7507,23426502-K,Martín Espinoza Torres,2008-11-19,M,Hualpén,1º B,5.0,93,Ninguno,No,Javiera Contreras,999270256
M-7508,20011624-9,Emilia Fuentes Fuentes,2007-03-10,F,Concepción,1º C,5.5,90,Apoyo psicosocial,No,Florencia Muñoz,923792782
M-7509,21924249-K,Vicente Rojas Díaz,2010-11-17,M,Concepción,1º A,5.4,82,Beca alimentación,Discapacidad visual,Catalina Hernández,935404621
M-7510,21981124-9,Florencia Rojas Díaz,2009-08-01,F,San Pedro de la Paz,4º B,7.0,98,Ninguno,No,Martín Torres,989624216
M-7511,22068901-4,Javiera Sepúlveda Sepúlveda,2007-04-19,F,Penco,4º B,5.6,84,Beca alimentación,No,Vicente Silva,981225124
M-7512,22512488-0,Lucas Flores Rojas,2009-09-02,M,San Pedro de la Paz,2º C,4.3,89,Ninguno,No,Vicente López,958702553
M-7513,21118349-4,Javiera Torres Rodríguez,2009-05-11,F,Hualpén,2º B,5.9,99,Apoyo psicosocial,No,Javiera Silva,956313967
M-7514,23691636-2,Diego Rodríguez Torres,2007-03-20,M,Penco,4º B,5.7,93,Ninguno,TDAH,Tomás Pérez,944414536
M-7515,23182204-1,Diego Hernández Rojas,2012-09-26,M,Hualpén,1º B,6.5,99,Beca alimentación,No,Vicente González,990998938
M-7516,23794428-9,Emilia Rodríguez Morales,2009-12-26,F,Hualpén,1º C,4.5,80,Ninguno,No,Gabriel Vega,980020602
M-7517,22240155-7,Diego Pérez Contreras,2009-02-06,M,Tomé,2º A,5.2,93,Ninguno,No,Josefa Araya,983917444
M-7518,22911404-9,Benjamín Hernández Rodríguez,2007-08-21,M,Concepción,4º B,4.8,82,Programa de integración (PIE),No,Martín Flores,924867885
M-7519,20916906-K,Florencia Muñoz Díaz,2009-10-14,F,Chiguayante,3º C,5.9,95,Ninguno,No,Joaquín Muñoz,996839553
M-7520,24237090-7,Martín Espinoza Sepúlveda,2007-03-06,M,Penco,2º A,5.3,87,Beca alimentación,No,Agustín Rojas,953542661
M-7521,23685818-4,Lucas Muñoz Díaz,2012-10-06,M,San Pedro de la Paz,2º C,4.9,80,Ninguno,Trastorno del lenguaje,Emilia Fuentes,930534427
M-7522,21760563-3,Florencia Vega Fuentes,2007-02-26,F,Talcahuano,4º C,6.5,96,Retención escolar,No,Amanda López,991078450
M-7523,20075440-7,Vicente Silva Muñoz,2009-01-28,M,Concepción,1º A,5.2,90,Ninguno,No,Sofía Sepúlveda,948789413
M-7524,21619347-1,Emilia Rodríguez Hernández,2009-09-01,F,Tomé,3º C,6.1,94,Ninguno,No,Emilia Flores,978421192
M-7525,22718787-1,Emilia Silva Hernández,2010-11-03,F,Concepción,3º C,4.3,100,Beca alimentación,No,Benjamín Vega,944827936
M-7526,21709028-5,Diego Muñoz López,2007-05-23,M,San Pedro de la Paz,4º B,6.7,100,Beca alimentación,No,Martina Fuentes,916018958
M-7527,21147866-4,Emilia Flores Martínez,2009-12-22,F,Penco,4º C,5.3,90,Beca alimentación,No,Diego Vega,975219220
M-7528,24298967-2,Matías Flores Contreras,2009-03-14,M,Concepción,2º C,5.4,81,Apoyo psicosocial,No,Florencia Contreras,977494793
M-7529,21918066-4,Joaquín González Contreras,2010-12-10,M,Talcahuano,4º B,4.2,93,Apoyo psicosocial,No,Agustín Rojas,955199415
M-7530,24245171-0,Amanda López Rojas,2007-03-03,F,Hualpén,1º B,5.0,92,Apoyo psicosocial,No,Agustín Muñoz,992954988
M-7531,21332369-2,Gabriel Hernández Hernández,2007-05-05,M,San Pedro de la Paz,2º A,5.6,94,Ninguno,No,Martín López,995232058
M-7532,22529090-K,Benjamín Rodríguez Soto,2007-05-01,M,Hualpén,1º C,4.8,100,Ninguno,No,Joaquín Sepúlveda,955246907
M-7533,22353417-8,Josefa Vega Espinoza,2011-06-18,F,Tomé,2º A,6.1,90,Ninguno,No,Florencia Díaz,974128085
M-7534,23285535-0,Tomás Martínez Flores,2009-11-23,M,Hualpén,1º B,5.3,90,Apoyo psicosocial,No,Diego Espinoza,976783308
M-7535,20464301-4,Sofía López Martínez,2011-11-14,F,Chiguayante,3º C,5.3,89,Retención escolar,No,Amanda Muñoz,932485759
M-7536,24445966-2,Josefa Espinoza Morales,2011-04-05,F,Talcahuano,3º C,5.0,79,Programa de integración (PIE),No,Javiera Fuentes,920834284
M-7537,21965712-6,Matías Pérez Rodríguez,2012-12-09,M,Talcahuano,4º B,6.0,95,Apoyo psicosocial,Discapacidad visual,Sofía Morales,915704559
M-7538,22223883-4,Benjamín Torres Araya,2007-03-23,M,Chiguayante,1º C,4.8,81,Beca alimentación,No,Matías Rojas,914774173
M-7539,24282015-5,Matías Rodríguez López,2011-09-08,M,Chiguayante,4º C,6.2,77,Ninguno,No,Benjamín Muñoz,950001847
M-7540,23883639-0,Florencia Contreras Muñoz,2007-10-01,F,Talcahuano,3º A,4.6,81,Programa de integración (PIE),Discapacidad visual,Vicente Morales,988897417
M-7541,23713393-0,Amanda Díaz Sepúlveda,2012-11-06,F,Tomé,3º A,4.0,85,Apoyo psicosocial,No,Florencia Martínez,977137697
M-7542,21186614-1,Diego Muñoz Muñoz,2007-07-12,M,Concepción,2º B,6.5,92,Ninguno,No,Josefa Martínez,971766252
M-7543,22877354-5,Sofía López Espinoza,2008-09-22,F,Hualpén,3º B,5.8,91,Ninguno,No,Isidora Contreras,965818376
M-7544,23197077-6,Tomás Martínez Fuentes,2009-08-26,M,Coronel,2º C,5.6,88,Apoyo psicosocial,No,Josefa Morales,991287327
M-7545,21956278-8,Martín Pérez López,2012-10-25,M,Concepción,1º C,4.6,87,Programa de integración (PIE),No,Emilia Sepúlveda,922067980
M-7546,20184838-3,Vicente Araya Flores,2008-05-07,M,Talcahuano,1º B,5.8,89,Beca alimentación,No,Florencia Vega,979970513
M-7547,21679705-9,Javiera Torres López,2009-04-10,F,Coronel,2º B,4.9,100,Beca alimentación,No,Lucas Soto,927677719
M-7548,20334600-8,Javiera Torres Rojas,2007-09-03,F,Concepción,2º A,6.0,78,Beca alimentación,No,Antonia Fuentes,925395749
M-7549,20632827-2,Javiera Rojas Martínez,2008-04-21,F,Talcahuano,4º C,5.0,80,Ninguno,No,Catalina Hernández,917814422
M-7550,23853839-K,Matías Espinoza Morales,2008-06-09,M,Hualpén,1º A,6.2,89,Programa de integración (PIE),No,Antonia Sepúlveda,967673317
M-7551,22880959-0,Lucas Muñoz Soto,2009-06-23,M,Chiguayante,1º A,6.7,81,Ninguno,Trastorno del lenguaje,Emilia Díaz,979058251
M-7552,21460478-4,Vicente Flores Martínez,2008-08-21,M,Chiguayante,4º C,5.4,94,Ninguno,No,Martina Muñoz,955033675
M-7553,21842230-3,Emilia Hernández Soto,2008-02-15,F,Talcahuano,2º A,5.0,89,Beca alimentación,No,Joaquín Flores,991866393
M-7554,23116952-6,Martina Rojas Fuentes,2007-02-24,F,San Pedro de la Paz,2º B,6.1,98,Ninguno,No,Lucas Contreras,929902142
M-7555,23815545-8,Diego Torres Soto,2012-05-28,M,Talcahuano,3º C,4.1,80,Ninguno,Trastorno del lenguaje,Florencia Contreras,958251791
M-7556,23986362-6,Josefa Flores Muñoz,2009-02-16,F,Hualpén,4º C,3.8,82,Apoyo psicosocial,No,Benjamín Rojas,925471669
M-7557,24264033-5,Agustín Díaz Morales,2007-08-12,M,Talcahuano,4º A,5.2,98,Apoyo psicosocial,No,Diego Rojas,922910078
M-7558,23642115-0,Martina González Silva,2008-02-12,F,Hualpén,4º A,5.3,100,Ninguno,No,Diego Muñoz,923401012
M-7559,23884180-7,Antonia Espinoza López,2010-04-12,F,Concepción,3º A,6.0,81,Beca alimentación,No,Catalina Flores,954214211
M-7560,23158862-6,Agustín Pérez Hernández,2009-07-24,M,San Pedro de la Paz,1º A,4.9,90,Apoyo psicosocial,No,Vicente Pérez,921092837
M-7561,23219608-K,Martín González Pérez,2012-07-27,M,Talcahuano,1º C,4.6,100,Retención escolar,No,Florencia Araya,951565384
M-7562,23985542-9,Sofía Díaz González,2012-08-17,F,San Pedro de la Paz,3º B,5.8,98,Apoyo psicosocial,No,Agustín Contreras,991070696
M-7563,24225798-1,Lucas Torres Silva,2007-03-07,M,San Pedro de la Paz,2º C,5.6,90,Ninguno,No,Martín Torres,966127572
M-7564,21582039-1,Sofía López Sepúlveda,2012-11-23,F,Coronel,3º B,5.7,90,Beca alimentación,No,Tomás Flores,969662990
M-7565,23008628-7,Florencia Contreras López,2007-08-18,F,Chiguayante,4º C,5.8,100,Ninguno,No,Agustín Pérez,999111045
M-7566,20099888-8,Florencia Hernández López,2009-02-26,F,Coronel,3º A,4.6,86,Apoyo psicosocial,No,Amanda Hernández,949609646
M-7567,22583457-8,Javiera Silva Soto,2010-12-04,F,Penco,3º A,5.4,91,Apoyo psicosocial,No,Martín Araya,987121540
M-7568,24053515-1,Antonia Vega Díaz,2008-03-19,F,Concepción,3º C,6.5,86,Ninguno,No,Emilia Rodríguez,991476004
M-7569,21874396-7,Josefa Muñoz Hernández,2007-01-02,F,San Pedro de la Paz,4º A,6.4,75,Ninguno,No,Martín Muñoz,975594629
M-7570,22205504-7,Sofía Contreras Morales,2012-02-09,F,San Pedro de la Paz,4º B,6.7,92,Beca alimentación,No,Agustín Soto,912285153
